"Privacy and Cookie Policy","Polityka prywatności i plików cookie"
"""%fieldName"" is required. Enter and try again.","Pole ""%fieldName"" jest wymagane. Uzupełnij i spróbuj ponownie.",module,Magento_CompanyCredit
"The selected currency is not available. Please select a different currency.","Wybrana waluta nie jest dostępna. Proszę wybierz inną walutę.",module,Magento_CompanyCredit
"Could not update history","Could not update history",module,Magento_CompanyCredit
"Requested company is not found. Row ID: %fieldName = %fieldValue.","Firma nie została znaleziona. rekord ID: %fieldName = %fieldValue.",module,Magento_CompanyCredit
"Cannot delete credit limit with id %1","Nie można usunąć limit kredytowego o id %1",module,Magento_CompanyCredit
"Allocated","Przydzielono",module,Magento_CompanyCredit
"Updated","Zaktualizowano",module,Magento_CompanyCredit
"Purchased","Zakupiono",module,Magento_CompanyCredit
"Reimbursed","Rozliczono",module,Magento_CompanyCredit
"Refunded","Zwrócone",module,Magento_CompanyCredit
"Reverted","Odwrócony",module,Magento_CompanyCredit
"Could not save history","Could not save history",module,Magento_CompanyCredit
"Cannot delete history with id %1","Cannot delete history with id %1",module,Magento_CompanyCredit
"Missing parameters to complete action request","Missing parameters to complete action request",module,Magento_CompanyCredit
"Company id: %1 (%2)","Company id: %1 (%2)",module,Magento_CompanyCredit
"Error during reimburse: %1","Error during reimburse: %1",module,Magento_CompanyCredit
"No such entity with %fieldName = %fieldValue","Nie znaleziono %fieldName = %fieldValue",module,Magento_CompanyCredit
"Could not save company credit limit","Nie można zapisać limitu kredytowego firmy",module,Magento_CompanyCredit
"Invalid value of ""%value"" provided for the %fieldName field.","Nieprawidłowa wartość ""%value"" przewidziana polu %fieldname.",module,Magento_CompanyCredit
"Please enter a valid %1/%2 currency rate.","Please enter a valid %1/%2 currency rate.",module,Magento_CompanyCredit
"Invoice created for %1","Utworzono fakturę dla %1",module,Magento_CompanyCredit
"The selected credit currency is not valid.,module,Magento_CompanyCredit
Customers will not be able to place orders until you update the credit currency.","Wybrana waluta limitu kredytowego nie jest poprawna.,module,Magento_CompanyCredit
Zaktualizuj walutę limitu kredytowego aby klienci mogli składać zamówienia.",module,Magento_CompanyCredit
"Store Credit","Kredyt w sklepie",module,Magento_CompanyCredit
"Refund to Company Credit","Zwrot na limit kredytowy firmy",module,Magento_CompanyCredit
"An invoice for partial quantities cannot be issued for this order. To continue, change the specified quantity to the full quantity.","An invoice for partial quantities cannot be issued for this order. To continue, change the specified quantity to the full quantity.",module,Magento_CompanyCredit
"We refunded %1 online.","Zwracamy %1 online.",module,Magento_CompanyCredit
"We refunded %1 offline.","Zwracamy %1 online.",module,Magento_CompanyCredit
"We refunded %1 to the company credit.","Zwrócono %1 na firmowe konto kredytowe.",module,Magento_CompanyCredit
"Exception message.","Komunikat wyjątku.",module,Magento_CompanyCredit
"Exception Message","Komunikat wyjątku",module,Magento_CompanyCredit
"No such entity","Brak tego obiektu",module,Magento_CompanyCredit
"Edit","Edytuj",module,Magento_CompanyCredit
"%1 made an update. %2 can exceed the Credit Limit.","%1 made an update. %2 can exceed the Credit Limit.",module,Magento_CompanyCredit
"%1 made an update. %2 cannot exceed the Credit Limit.","%1 made an update. %2 cannot exceed the Credit Limit.",module,Magento_CompanyCredit
"Order # %1","Zamówienie #%1",module,Magento_CompanyCredit
"%1 changed the credit currency from %2 to %3 at the conversion rate of %2/%3 %4.","%1 changed the credit currency from %2 to %3 at the conversion rate of %2/%3 %4.",module,Magento_CompanyCredit
"Outstanding Balance:","Saldo:",module,Magento_CompanyCredit
"Available Credit:","Dostępny limit kredytowy:",module,Magento_CompanyCredit
"Credit Limit:","Limit kredytowy:",module,Magento_CompanyCredit
"Custom Reference Number","Custom Reference Number",module,Magento_CompanyCredit
"%1 is disabled when the available credit is less than the Order Grand Total.","%1 is disabled when the available credit is less than the Order Grand Total.",module,Magento_CompanyCredit
"Charged off the company credit: %1","Charged off the company credit: %1",module,Magento_CompanyCredit
"Custom Reference Number: %1","Custom Reference Number: %1",module,Magento_CompanyCredit
"The base currency for %1 has been updated. The currency %2 is still defined as the credit currency for one or more companies. Use the following <a href=""%3"" id=""update-credit-link"">link</a> to perform a bulk operation that updates the credit currency for those companies.","The base currency for %1 has been updated. The currency %2 is still defined as the credit currency for one or more companies. Use the following <a href=""%3"" id=""update-credit-link"">link</a> to perform a bulk operation that updates the credit currency for those companies.",module,Magento_CompanyCredit
"%1 has exceeded its credit limit (%2) by %3. Its outstanding balance, including this order, currently totals %4.","%1 has exceeded its credit limit (%2) by %3. Its outstanding balance, including this order, currently totals %4.",module,Magento_CompanyCredit
"The credit limit for %1 is %2. Its outstanding balance, including this order, currently totals %3","The credit limit for %1 is %2. Its outstanding balance, including this order, currently totals %3",module,Magento_CompanyCredit
"Outstanding Balance","Saldo",module,Magento_CompanyCredit
"Available Credit","Dostępne Kredyty",module,Magento_CompanyCredit
"Credit Limit","Limit kredytowy",module,Magento_CompanyCredit
"Charged off the company credit","Charged off the company credit",module,Magento_CompanyCredit
"The Company credit on all selected companies will be converted using the rate below. This operation cannot be undone.","The Company credit on all selected companies will be converted using the rate below. This operation cannot be undone.",module,Magento_CompanyCredit
"Credit allocated to %company_name","Kredyt przydzielony dla %company_name",module,Magento_CompanyCredit
"Dear %name,","Witaj %name,",module,Magento_CompanyCredit
"Your company has been allocated a credit of %available_credit.,module,Magento_CompanyCredit
You can now use the Payment On Account method to place you orders.","Your company has been allocated a credit of %available_credit.,module,Magento_CompanyCredit
You can now use the Payment On Account method to place you orders.",module,Magento_CompanyCredit
"The history of your credit operations is available on the Company Credit page.","Historia operacji kredytowych jest dostępna na stronie Limit kredytowy firmy.",module,Magento_CompanyCredit
"%company_name account reimbursed","%company_name konto zostało rozliczone",module,Magento_CompanyCredit
"Your company credit account has been reimbursed by %reimbursed_amount.","Twoje firmowe konto kredytowe zostało rozliczone kwotą %reimbursed_amount.",module,Magento_CompanyCredit
"If you have any questions, please contact the seller.","Jeśli masz jakiekolwiek pytania, skontaktuj się z sprzedawcą.",module,Magento_CompanyCredit
"%company_name credit limit updated","Limit kredytowy firmy %company_name został zaktualizowany",module,Magento_CompanyCredit
"Your credit limit has been updated and is now %available_credit.,module,Magento_CompanyCredit
Your outstanding balance currently totals %outstanding_balance. You are %exceed_limit to exceed the credit limit.","Twój limit kredytowy został zaktualizowany i aktualnie wynosi %available_credit.,module,Magento_CompanyCredit
Twoje saldo aktualnie wynosi %outstanding_balance. Jesteś %exceed_limit do przekroczenia limitu kredytowego.",module,Magento_CompanyCredit
"Order %order_id refunded","Order %order_id refunded",module,Magento_CompanyCredit
"A refund of %refunded_amount has been issued on order #%order_id. This amount has been applied to the company credit.","A refund of %refunded_amount has been issued on order #%order_id. This amount has been applied to the company credit.",module,Magento_CompanyCredit
"Order %order_id reverted","Zamówienie %order_id zostało cofnięte",module,Magento_CompanyCredit
"Your order #%order_id has been cancelled. The order amount reverted to the company credit.","Twoje zamówienie #%order_id zostało anulowane. Kwota zamówienia została przywrócona do kredytu firmowego.",module,Magento_CompanyCredit
"Available Credit ","Dostępny limit kredytowy ",module,Magento_CompanyCredit
"The Payment on Account method is not available in the selected currency. Please contact the seller.","Płatność limitem kredytowym nie jest dostępna dla wybranej waluty. Proszę skontaktuj się z sprzedawcą.",module,Magento_CompanyCredit
"Company credit account will be charged: ","Firmowe konto kredytowe zostanie obciążone: ",module,Magento_CompanyCredit
"Place Order","Złóż zamówienie",module,Magento_CompanyCredit
"Cancel the Order","Anuluj zamówienie",module,Magento_CompanyCredit
"This is a required field.","To jest wymagane pole.",module,Magento_CompanyCredit
"Please enter a valid number in this field.","Prosimy o wprowadzenie poprawnego numeru w tym polu.",module,Magento_CompanyCredit
"{oldCur}/{newCur} Rate","{oldCur}/{newCur} Rate",module,Magento_CompanyCredit
"Reimburse","Rozlicz",module,Magento_CompanyCredit
"Save","Zapisz",module,Magento_CompanyCredit
"Please use only letters (a-z or A-Z), numbers (0-9), dash (-) or slash (/) in this field.","Prosimy o używanie jedynie liter (a-z lub A-Z), cyfr (0-9), myślnika (-) lub ukośnika (/) w tym polu.",module,Magento_CompanyCredit
"The credit limit for %s is %s. It will be exceeded by %s with this order.","The credit limit for %s is %s. It will be exceeded by %s with this order.",module,Magento_CompanyCredit
"Payment on Account","Płatność limitem kredytowym",module,Magento_CompanyCredit
"Enabled","Włączone",module,Magento_CompanyCredit
"New Order Status","Status nowego zamówienia",module,Magento_CompanyCredit
"Sort Order","Kolejność sortowania",module,Magento_CompanyCredit
"Title","Tytuł",module,Magento_CompanyCredit
"Payment from Applicable Countries","Płatność ze stosownych krajów",module,Magento_CompanyCredit
"Payment from Specific Countries","Płatność z wybranych krajów",module,Magento_CompanyCredit
"Minimum Order Total","Minimalna suma zamówienia",module,Magento_CompanyCredit
"Maximum Order Total","Maksymalna suma zamówienia",module,Magento_CompanyCredit
"Company Credit Change Email Sender","Nadawca wiadomości e-mail o zmianie kredytu firmowego",module,Magento_CompanyCredit
"Send Company Credit Change Email Copy To","Send Company Credit Change Email Copy To",module,Magento_CompanyCredit
"Comma-separated","Oddzielone przecinkami",module,Magento_CompanyCredit
"Send Email Copy Method","Metoda wysyłki kopii e-mail",module,Magento_CompanyCredit
"Allocated Email Template","Szablon email przydzielenia limitu kredytowego",module,Magento_CompanyCredit
"This email is sent to the Company Admin.","Wiadomość została wysłana do administratora firmy.",module,Magento_CompanyCredit
"Updated Email Template","Updated Email Template",module,Magento_CompanyCredit
"Reimbursed Email Template","Szablon email rozliczenia",module,Magento_CompanyCredit
"Refunded Email Template","Refunded Email Template",module,Magento_CompanyCredit
"Reverted Email Template","Reverted Email Template",module,Magento_CompanyCredit
"View","Zobacz",module,Magento_CompanyCredit
"Credit Currency","Waluta kredytu",module,Magento_CompanyCredit
"Allow To Exceed Credit Limit","Pozwól na przekroczenie limitu kredytowego",module,Magento_CompanyCredit
"Reason For Change","Powód zmiany",module,Magento_CompanyCredit
"Amount","Kwota",module,Magento_CompanyCredit
",module,Magento_CompanyCredit
Limit one PO number per reimburse transaction,module,Magento_CompanyCredit
",",module,Magento_CompanyCredit
Limit one PO number per reimburse transaction,module,Magento_CompanyCredit
",module,Magento_CompanyCredit
",module,Magento_CompanyCredit
Maximum 255 characters are allowed.,module,Magento_CompanyCredit
","                                Maksymalnie 255 znaków jest dozwolone.,module,Magento_CompanyCredit
",module,Magento_CompanyCredit
"Comment","Komentarz",module,Magento_CompanyCredit
"Rate","Stawka",module,Magento_CompanyCredit
"Convert Credit","Convert Credit",module,Magento_CompanyCredit
"Date","Data",module,Magento_CompanyCredit
"Operation","Operacja",module,Magento_CompanyCredit
"Updated By","Zaktualizowane przez",module,Magento_CompanyCredit
"You will be charged for","You will be charged for",module,Magento_CompanyCredit
"Order Total","Podsumowanie",module,Magento_CompanyCredit
"All Payment Methods","All Payment Methods",module,Magento_CompanyPayment
"Selected Payment Methods","Selected Payment Methods",module,Magento_CompanyPayment
"B2B Payment Methods","B2B Payment Methods",module,Magento_CompanyPayment
"All Enabled Payment Methods","All Enabled Payment Methods",module,Magento_CompanyPayment
" (disabled)"," (disabled)",module,Magento_CompanyPayment
"Payment Information","Informacje o płatności",module,Magento_CompanyPayment
"Available Payment Methods","Available Payment Methods",module,Magento_CompanyPayment
"This company has no payment methods. Please contact store administrator.","This company has no payment methods. Please contact store administrator.",module,Magento_CompanyPayment
"Default B2B Payment Methods","Default B2B Payment Methods",module,Magento_CompanyPayment
"Applicable Payment Methods","Applicable Payment Methods",module,Magento_CompanyPayment
"Payment Methods","Metody płatności",module,Magento_CompanyPayment
"By default, the selected payment methods are available for all new companies. If your Magento site has multiple websites, on a specific website the buyer will be able to pay with the methods available for that website only.","By default, the selected payment methods are available for all new companies. If your Magento site has multiple websites, on a specific website the buyer will be able to pay with the methods available for that website only.",module,Magento_CompanyPayment
"Payment Information (View)","Payment Information (View)",module,Magento_CompanyPayment
"Use config settings","Use config settings",module,Magento_CompanyPayment
"Default Config","Domyślna konfiguracja",module,Magento_Config
"Save Config","Zapisz konfigurację",module,Magento_Config
"[GLOBAL]","[GLOBALNY]",module,Magento_Config
"[WEBSITE]","[WITRYNA]",module,Magento_Config
"[STORE VIEW]","[WIDOK SKLEPU]",module,Magento_Config
"Use system value","Użyj wartości systemu",module,Magento_Config
"Use Default","Użyj domyślnych",module,Magento_Config
"Use Website","Użyj witryny",module,Magento_Config
"Add","Dodaj",module,Magento_Config
"Delete File","Usuń plik",module,Magento_Config
"Search String","Szukany tekst",module,Magento_Config
"Design Theme","Design tematu",module,Magento_Config
"Add \Exception","Dodaj wyjątek",module,Magento_Config
"-- No Theme --","--Nie ma templatki--",module,Magento_Config
"Enable","Włącz",module,Magento_Config
"Disable","Wyłącz",module,Magento_Config
"Configuration","Konfiguracja",module,Magento_Config
"The class for ""%1"" type wasn't declared. Enter the class and try again.","The class for ""%1"" type wasn't declared. Enter the class and try again.",module,Magento_Config
"%1 should implement %2","%1 should implement %2",module,Magento_Config
"The value you set has already been locked. To change the value, use the --%1 option.","The value you set has already been locked. To change the value, use the --%1 option.",module,Magento_Config
"%1","%1",module,Magento_Config
"System","System",module,Magento_Config
"You saved the configuration.","Konfiguracja zapisana.",module,Magento_Config
"Something went wrong while saving this configuration:","Podczas zapisywania tej konfiguracji coś poszło nie tak:",module,Magento_Config
"Page not found.","Nie znaleziono strony.",module,Magento_Config
"Please specify the admin custom URL.","Prosimy podać indywidualny URL admina.",module,Magento_Config
"Invalid %1. %2","Nieprawidłowy %1. %2",module,Magento_Config
"Value must be a URL or one of placeholders: %1","Wartość musi być adresem URL lub jednym z symboli zastępczych: %1",module,Magento_Config
"Specify a URL or path that starts with placeholder(s): %1, and ends with ""/"".","Określ adres URL lub ścieżkę, która zaczyna się od znaków zastępczych: %1, a kończy się na ""/"".",module,Magento_Config
"%1 An empty value is allowed as well.","%1 wartość pusta jest również dozwolona.",module,Magento_Config
"Specify a fully qualified URL.","Określ pełny kwalifikowany adres URL.",module,Magento_Config
"Selected allowed currency ""%1"" is not available in installed currencies.","Wybrana dozwolona waluta ""%1"" nie jest dostępna wśród zainstalowanych walut.",module,Magento_Config
"Default display currency ""%1"" is not available in allowed currencies.","Domyślnie wyświetlana waluta ""%1"" nie jest na liście dozwolonych walut.",module,Magento_Config
"Sorry, we haven't installed the base currency you selected.","Niestety, nie mamy zainstalowanej wybranej waluty bazowej.",module,Magento_Config
"We can't save the Cron expression.","Nie możemy zapisać wyrażenia Cron.",module,Magento_Config
"Sorry, we haven't installed the default display currency you selected.","Przepraszamy, nie została zainstalowana domyślna waluta, która została wybrana.",module,Magento_Config
"Sorry, the default display currency you selected is not available in allowed currencies.","Przepraszamy, domyślna waluta, którą wybrałeś nie jest dostępna w dozwolonych walutach.",module,Magento_Config
"The ""%1"" email address is incorrect. Verify the email address and try again.","The ""%1"" email address is incorrect. Verify the email address and try again.",module,Magento_Config
"The sender name ""%1"" is not valid. Please use only visible characters and spaces.","Nazwa nadawcy ""%1"" nie jest prawidłowy. Proszę używać tylko widocznych znaków i spacji.",module,Magento_Config
"Maximum sender name length is 255. Please correct your settings.","Maksymalna długość nazwy nadawcy to 255. Prosimy poprawić ustawienia.",module,Magento_Config
"The file you're uploading exceeds the server size limit of %1 kilobytes.","Plik, który został wgrany przekracza dozwolony na serwerze limit wielkości pliku %1 kilobajtów.",module,Magento_Config
"The base directory to upload file is not specified.","Bazowy katalog do przesłania pliku nie został podany.",module,Magento_Config
"The specified image adapter cannot be used because of: %1","Adapter określonego obrazu nie może być użyty z powodu: %1",module,Magento_Config
"Default scope","Domyślny zakres",module,Magento_Config
"Base currency","Waluta podstawowa",module,Magento_Config
"Display default currency","Wyświetlaj domyślną walutę",module,Magento_Config
"website(%1) scope","zakres witryny (%1)",module,Magento_Config
"store(%1) scope","zakres sklepu (%1)",module,Magento_Config
"Currency ""%1"" is used as %2 in %3.","Waluta ""%1"" jest użyta jako %2 w %3.",module,Magento_Config
"The time zone is incorrect. Verify the time zone and try again.","The time zone is incorrect. Verify the time zone and try again.",module,Magento_Config
"The ""%1"" file doesn't exist.","The ""%1"" file doesn't exist.",module,Magento_Config
"The ""%1"" path doesn't exist. Verify and try again.","The ""%1"" path doesn't exist. Verify and try again.",module,Magento_Config
"Always (during development)","Zawsze (podczas developmentu)",module,Magento_Config
"Only Once (version upgrade)","Tylko raz (aktualizacja wersji)",module,Magento_Config
"Never (production)","Nigdy (produkcja)",module,Magento_Config
"Bcc","Ukryta kopia",module,Magento_Config
"Separate Email","Oddzielny e-mail",module,Magento_Config
"%1 (Default)","%1 (domyślne)",module,Magento_Config
"title","tytuł",module,Magento_Config
"No","Nie",module,Magento_Config
"Optional","Opcjonalnie",module,Magento_Config
"Required","Wymagane",module,Magento_Config
"Website","Witryna",module,Magento_Config
"Store","Sklep",module,Magento_Config
"Store View","Widok sklepu",module,Magento_Config
"HTTP (unsecure)","HTTP (nieszyfrowany)",module,Magento_Config
"HTTPS (SSL)","HTTPS (SSL)",module,Magento_Config
"Yes (302 Found)","Tak (302 Znaleziono)",module,Magento_Config
"Yes (301 Moved Permanently)","Tak (301 Stałe przekierowanie)",module,Magento_Config
"Yes","Tak",module,Magento_Config
"Specified","Wybrane",module,Magento_Config
"Visible section not found.","Visible section not found.",module,Magento_Config
"Config form fieldset clone model required to be able to clone fields","Klon zestawu pól formularza konfiguracyjnego jest wymagany do klonowania pól",module,Magento_Config
"%1: Instance of %2 is expected, got %3 instead","%1: Instance of %2 is expected, got %3 instead",module,Magento_Config
"'The XML in file ""%1"" is invalid:' . ""\n%2\nVerify the XML and try again.""","'The XML in file ""%1"" is invalid:' . ""\n%2\nVerify the XML and try again.""",module,Magento_Config
".",".",module,Magento_Config
"'There is no defined type ' .","'There is no defined type ' .",module,Magento_Config
"'Object is not instance of ' .","'Obiekt nie jest instancją klasy ' .",module,Magento_Config
"Filesystem is not writable.","Pliki nie mają prawa zapisu.",module,Magento_Config
"Some error","Błąd",module,Magento_Config
"Some message","Niektóre wiadomości",module,Magento_Config
"You cannot run this command because the Magento application is not installed.","You cannot run this command because the Magento application is not installed.",module,Magento_Config
"This command is unavailable right now.","Wybrana komenda nie istnieje.",module,Magento_Config
"The ""test/test/test"" path does not exists","The ""test/test/test"" path does not exists",module,Magento_Config
"error message","komunikat błędu",module,Magento_Config
"The  ""%1"" path doesn't exist. Verify and try again.","The  ""%1"" path doesn't exist. Verify and try again.",module,Magento_Config
"some_label","some_label",module,Magento_Config
"some_comment","some_comment",module,Magento_Config
"some prefix","niektóre prefiksy",module,Magento_Config
"element label","element etykieta",module,Magento_Config
"element hint","element podpowiedź",module,Magento_Config
"element comment","element komentarz",module,Magento_Config
"element tooltip","elementu tooltip",module,Magento_Config
"test","test",module,Magento_Config
"test2","test2",module,Magento_Config
"Action","Action",module,Magento_Config
"Add after","Dodaj za",module,Magento_Config
"Delete","Usuń",module,Magento_Config
"Current Configuration Scope:","Zasięg obecnej konfiguracji:",module,Magento_Config
"Stores","Sklepy",module,Magento_Config
"Group Label","Etykieta Grupy",module,Magento_Config
"Some Label","Niektóre etykiety",module,Magento_Config
"Tab Label","Etykieta karty",module,Magento_Config
"Allow everything","Zezwól na wszystko",module,Magento_Config
"Magento Admin","Administrator Magento",module,Magento_Config
"Dashboard","Panel",module,Magento_Config
"Manage Stores","Zarządzaj sklepami",module,Magento_Config
"Field 2","Pole 2",module,Magento_Config
"Field 3","Pole 3",module,Magento_Config
"Field 3.1","Pole 3.1",module,Magento_Config
"Field 3.1.1","Pole 3.1.1",module,Magento_Config
"Field 4","Pole 4",module,Magento_Config
"Advanced Section","Sekcja Zaawansowana",module,Magento_Config
"Advanced Admin Section","Sekcja Zaawansowanych Ustawień Administracyjnych",module,Magento_Config
"Design Section","Sekcja wyglądu",module,Magento_Config
"General Section","Sekcja ogólna",module,Magento_Config
"System Section","Sekcja system",module,Magento_Config
"Currency Setup Section","Sekcja ustawień waluty",module,Magento_Config
"Developer Section","Sekcja programisty",module,Magento_Config
"Web Section","Sekcja internetowa",module,Magento_Config
"Store Email Addresses Section","Sekcja sklepowych adresów e-mail",module,Magento_Config
"Email to a Friend","Wyślij znajomemu",module,Magento_Config
"Product with assigned super attributes should not have specified ""%1"" value","Product with assigned super attributes should not have specified ""%1"" value",module,Magento_ConfigurableImportExport
"Add configurable attributes to the current Attribute Set (""%1"")","Dodaj konfigurowalne atrybuty do obecnego Zestawu Atrybutów (""%1"")",module,Magento_ConfigurableProduct
"Add configurable attributes to the new Attribute Set based on current","Dodaj konfigurowalne atrybuty do nowego zestawu atrybutów w oparciu o bieżący",module,Magento_ConfigurableProduct
"New attribute set name","Nazwa nowego zestawu cech",module,Magento_ConfigurableProduct
"Add configurable attributes to the existing Attribute Set","Dodaj konfigurowalne atrybuty do istniejącego zestawu atrybutów",module,Magento_ConfigurableProduct
"Choose existing Attribute Set","Wybierz istniejący zestaw cech",module,Magento_ConfigurableProduct
"Save","Zapisz",module,Magento_ConfigurableProduct
"Save & New","Zapisz i dodaj nowy",module,Magento_ConfigurableProduct
"Save & Duplicate","Zapisz i duplikuj",module,Magento_ConfigurableProduct
"Save & Close","Zapisz i zamknij",module,Magento_ConfigurableProduct
"Configurations","Konfiguracje",module,Magento_ConfigurableProduct
"Attribute Values","Wartości cechy",module,Magento_ConfigurableProduct
"Bulk Images &amp; Price","Większość obrazów &amp; cena",module,Magento_ConfigurableProduct
"Create New Attribute","Utwórz nową cechę",module,Magento_ConfigurableProduct
"Select Attributes","Wybierz cechy",module,Magento_ConfigurableProduct
"Summary","Podsumowanie",module,Magento_ConfigurableProduct
"Choose an Option...","Wybierz opcję...",module,Magento_ConfigurableProduct
"The value of attribute """"%1"""" must be unique","The value of attribute """"%1"""" must be unique",module,Magento_ConfigurableProduct
"This attribute is used in configurable products.","Ta cecha jest używana w konfigurowalnych produktach.",module,Magento_ConfigurableProduct
"The product is already attached.","The product is already attached.",module,Magento_ConfigurableProduct
"The parent product doesn't have configurable product options.","The parent product doesn't have configurable product options.",module,Magento_ConfigurableProduct
"The child product doesn't have the ""%1"" attribute value. Verify the value and try again.","The child product doesn't have the ""%1"" attribute value. Verify the value and try again.",module,Magento_ConfigurableProduct
"The product with the ""%1"" SKU isn't a configurable product.","The product with the ""%1"" SKU isn't a configurable product.",module,Magento_ConfigurableProduct
"The option that was requested doesn't exist. Verify the entity and try again.","The option that was requested doesn't exist. Verify the entity and try again.",module,Magento_ConfigurableProduct
"The ""%1"" entity that was requested doesn't exist. Verify the entity and try again.","The ""%1"" entity that was requested doesn't exist. Verify the entity and try again.",module,Magento_ConfigurableProduct
"The variations from the ""%1"" product can't be deleted.","The variations from the ""%1"" product can't be deleted.",module,Magento_ConfigurableProduct
"The option with ""%1"" ID can't be deleted.","The option with ""%1"" ID can't be deleted.",module,Magento_ConfigurableProduct
"Option with id ""%1"" not found","Nie znaleziono opcji o id ""%1""",module,Magento_ConfigurableProduct
"An error occurred while saving the option. Please try to save again.","An error occurred while saving the option. Please try to save again.",module,Magento_ConfigurableProduct
"This is implemented for the ""%1"" configurable product only.","This is implemented for the ""%1"" configurable product only.",module,Magento_ConfigurableProduct
"Option attribute ID is not specified.","Nie określono identyfikatora opcji atrybutu.",module,Magento_ConfigurableProduct
"Option label is not specified.","Nie określono opcji Etykieta.",module,Magento_ConfigurableProduct
"Option values are not specified.","Nie podano wartości opcji.",module,Magento_ConfigurableProduct
"Value index is not specified for an option.","Wartość indeksu nie jest określona dla opcji.",module,Magento_ConfigurableProduct
"Product with id ""%1"" does not contain required attribute ""%2"".","Produkt z id ""%1"" nie zawiera wymaganego atrybutu ""%2"".",module,Magento_ConfigurableProduct
"Products ""%1"" and ""%2"" have the same set of attribute values.","Produkty ""%1"" oraz %2 mają ten sam zestaw wartości cechy.",module,Magento_ConfigurableProduct
"You can't add the item to shopping cart.","Nie można dodać produktu do koszyka.",module,Magento_ConfigurableProduct
"You need to choose options for your item.","Musisz wybrać opcje produktu.",module,Magento_ConfigurableProduct
"Some product variations fields are not valid.","Niektóre pola kombinacji produktu nie są prawidłowe.",module,Magento_ConfigurableProduct
"Contribution must have attributes specified. Enter attributes and try again.","Contribution must have attributes specified. Enter attributes and try again.",module,Magento_ConfigurableProduct
"Type %1 is not an instance of %2","%1 nie jest instancją %2",module,Magento_ConfigurableProduct
"Choose Affected Attribute Set","Wybierz zestaw atrybutów",module,Magento_ConfigurableProduct
"Add configurable attributes to the current Attribute Set","Add configurable attributes to the current Attribute Set",module,Magento_ConfigurableProduct
"Confirm","Potwierdź",module,Magento_ConfigurableProduct
"New Attribute Set Name","Nazwa nowego zestawu cech",module,Magento_ConfigurableProduct
"Select Associated Product","Wybierz produkt powiązany",module,Magento_ConfigurableProduct
"Done","Gotowe",module,Magento_ConfigurableProduct
"Choose a new product to delete and replace the current product configuration.","Wybierz nowy produkt, aby usunąć i zastąpić bieżącą konfigurację produktu.",module,Magento_ConfigurableProduct
"For better results, add attributes and attribute values to your products.","Na lepsze wyniki dodaj atrybuty i wartości atrybutu do swoich produktów.",module,Magento_ConfigurableProduct
"Configurable products allow customers to choose options (Ex: shirt color). You need to create a simple product for each configuration (Ex: a product for each color).","Produkty konfigurowalne pozwalają klientom na wybranie produktu w określonej konfiguracji (np. konkretnego koloru koszulki). Każda konfiguracja (np. każdy kolor koszulki) wymaga stworzenia odrębnego produktu prostego.",module,Magento_ConfigurableProduct
"Configurations cannot be created for a standard product with downloadable files. To create configurations, first remove all downloadable files.","Konfiguracji nie można utworzyć dla standardowego produktu z plikami do pobrania. Aby utworzyć konfiguracje, należy najpierw usunąć wszystkie pliki do pobrania.",module,Magento_ConfigurableProduct
"Add Products Manually","Dodaj produkty ręcznie",module,Magento_ConfigurableProduct
"Create Configurations","Utwórz konfigurację",module,Magento_ConfigurableProduct
"Current Variations","Aktualne zmiany",module,Magento_ConfigurableProduct
"Image","Obrazek",module,Magento_ConfigurableProduct
"Name","Nazwa",module,Magento_ConfigurableProduct
"SKU","SKU",module,Magento_ConfigurableProduct
"Price","Cena",module,Magento_ConfigurableProduct
"Quantity","Ilość",module,Magento_ConfigurableProduct
"Weight","Waga",module,Magento_ConfigurableProduct
"Status","Stan",module,Magento_ConfigurableProduct
"Attributes","Cechy",module,Magento_ConfigurableProduct
"Actions","Operacje",module,Magento_ConfigurableProduct
"Custom options with price type ""percent"" is not available for configurable product.","Niestandardowe opcje z ceną typu ""procent"" nie są dostępne dla konfigurowalnego produktu.",module,Magento_ConfigurableProduct
"This group contains attributes used in configurable products. Please move these attributes to another group and try again.","Ta grupa zawiera cechy użyte w produktach konfigurowalnych. Przenieś te cechy do innej grupy i ponów próbę.",module,Magento_ConfigurableProduct
"This attribute is used in configurable products. You cannot remove it from the attribute set.","Ta cecha jest używana w konfigurowalnych produktach. Nie możesz usunąć jej z zestawu cech.",module,Magento_ConfigurableProduct
"Associated Products","Produkty składowe konfiguracji",module,Magento_ConfigurableProduct
"Step 2: Attribute Values","Krok 2: Wartości cech",module,Magento_ConfigurableProduct
"Select values from each attribute to include in this product. Each unique combination of values creates a unique product SKU.","Select values from each attribute to include in this product. Each unique combination of values creates a unique product SKU.",module,Magento_ConfigurableProduct
"Sort Variations","Zmiana sortowania",module,Magento_ConfigurableProduct
"Options","Opcje",module,Magento_ConfigurableProduct
"Select All","Zaznacz wszystko",module,Magento_ConfigurableProduct
"Deselect All","Odznacz wszystko",module,Magento_ConfigurableProduct
"Remove Attribute","Usuń cechę",module,Magento_ConfigurableProduct
"Save Option","Zapisz opcję",module,Magento_ConfigurableProduct
"Remove Option","Usuń opcję",module,Magento_ConfigurableProduct
"Create New Value","Utwórz nową wartość",module,Magento_ConfigurableProduct
"Step 3: Bulk Images, Price and Quantity","Krok 3: Grupa obrazków, cen i ilości",module,Magento_ConfigurableProduct
